Site,Site,Latitude,Longitude,Year,count
K2025,K2025,24.62888,-82.83853,2012,46
K2028,K2028,24.6291,-82.82075999999999,2012,31
K2029,K2029,24.62366,-82.82265,2012,33
K2036,K2036,24.65297,-82.78751,2012,50
K2037,K2037,24.65846,-82.78166,2012,21
K2053,K2053,24.47559,-81.74506,2012,18
K2059,K2059,24.48122,-81.70953,2012,37
K2072,K2072,24.51955,-81.54176,2012,40
K2074,K2074,24.52327,-81.51975,2012,17
K2076,K2076,24.53098,-81.4808,2012,88
K2088,K2088,24.59883,-81.21593,2012,27
K2101,K2101,24.69849,-80.95538,2012,161
K2111,K2111,24.72495,-80.85661999999999,2012,56
K2117,K2117,24.873089999999998,-80.58726,2012,75
K2122,K2122,24.90134,-80.53902,2012,105
K2124,K2124,24.91013,-80.55918,2012,15
K2126,K2126,24.9438,-80.47215,2012,48
K2128,K2128,24.94838,-80.54921999999999,2012,5
K2129,K2129,24.94941,-80.47443,2012,14
K2131,K2131,24.955389999999998,-80.5037,2012,91
K2132,K2132,24.96097,-80.5471,2012,9
K2135,K2135,24.98925,-80.4119,2012,91
K2140,K2140,25.031229999999997,-80.38871,2012,41
K2142,K2142,25.04366,-80.36981999999999,2012,101
K2143,K2143,25.05377,-80.3647,2012,55
K2145,K2145,25.086270000000003,-80.32088,2012,30
K2148,K2148,25.10239,-80.31235,2012,42
K2149,K2149,25.10581,-80.30828000000001,2012,56
K2151,K2151,25.12494,-80.29871,2012,16
K2153,K2153,25.1255,-80.28322,2012,50
K2154,K2154,25.13464,-80.27241,2012,70
K2155,K2155,25.14795,-80.29231999999999,2012,111
K2160,K2160,25.1855,-80.24840999999999,2012,7
K2171,K2171,25.27216,-80.24221,2012,74
K2172,K2172,25.299139999999998,-80.22019,2012,39
K2193,K2193,25.416320000000002,-80.16748,2012,62
K2213,K2213,25.82793,-80.0921,2012,28
K2246,K2246,26.72652,-80.03184,2012,4
K2248,K2248,24.5333,-81.60406,2012,134
K2249,K2249,25.04211,-80.3981,2012,27
K2250,K2250,25.146179999999998,-80.25616,2012,83
K2251,K2251,25.01052,-80.37250999999999,2012,92
K2252,K2252,26.35618,-80.05503,2012,71
K2253,K2253,26.3185,-80.05912,2012,50
K2254,K2254,24.76418,-80.9053,2012,60
K2255,K2255,24.70695,-80.87723000000001,2012,76
K2256,K2256,24.68986,-81.03048000000001,2012,119
K2257,K2257,24.718410000000002,-80.93070999999999,2012,213
K2258,K2258,24.71107,-80.94913000000001,2012,112
K2260,K2260,24.54664,-81.40155,2012,53
K2261,K2261,24.54521,-81.41075,2012,59
K2262,K2262,24.56319,-81.40031,2012,140
K2263,K2263,25.2137,-80.26531,2012,170
K2264,K2264,27.13167,-80.13403000000001,2012,20
K2265,K2265,27.111890000000002,-80.1256,2012,5
K2266,K2266,27.108179999999997,-80.12334,2012,19
K2267,K2267,27.106579999999997,-80.12203000000001,2012,13
K2268,K2268,27.1346,-80.13493000000001,2012,8
K2269,K2269,27.12122,-80.1275,2012,22
K2270,K2270,26.74142,-80.01361999999999,2012,31
K2271,K2271,26.68045,-80.03043000000001,2012,3
K2272,K2272,26.67953,-80.01746999999999,2012,68
K2273,K2273,26.49045,-80.03737,2012,32
K2274,K2274,24.66956,-82.90911,2012,38
K2275,K2275,24.68151,-82.88575,2012,114
K2276,K2276,24.6773,-82.92368,2012,71
L1034,L1034,24.48016,-81.71335,2013,40
L1036,L1036,24.55076,-81.70193,2013,43
L1037,L1037,24.52864,-81.63594,2013,161
L1040,L1040,24.52361,-81.57701999999999,2013,57
L1041,L1041,24.51601,-81.55797,2013,83
L1042,L1042,24.52356,-81.5221,2013,29
L1043,L1043,24.54515,-81.41124,2013,66
L1044,L1044,24.54898,-81.40202,2013,6
L1051,L1051,24.62707,-81.10840999999999,2013,33
L1052,L1052,24.63091,-81.09183,2013,76
L1054,L1054,24.63287,-81.08991,2013,29
L1055,L1055,24.632920000000002,-81.08792,2013,26
L1058,L1058,24.699370000000002,-80.96893,2013,223
L1059,L1059,24.748479999999997,-80.93176,2013,8
L1065,L1065,24.78443,-80.76335,2013,16
L1066,L1066,24.77029,-80.74384,2013,191
L1069,L1069,24.94106,-80.55521999999999,2013,21
L1071,L1071,24.96636,-80.53726,2013,42
L1073,L1073,25.03059,-80.42676,2013,84
L1074,L1074,24.98716,-80.4146,2013,41
L1075,L1075,24.98594,-80.41304000000001,2013,43
L1076,L1076,25.11447,-80.34454000000001,2013,51
L1077,L1077,25.12991,-80.28645,2013,97
L1078,L1078,25.13467,-80.27593,2013,93
L1080,L1080,25.168770000000002,-80.26205999999999,2013,147
L1081,L1081,25.23555,-80.26148,2013,103
L1082,L1082,25.16039,-80.25889000000001,2013,165
L1083,L1083,25.14374,-80.25694,2013,110
L1085,L1085,25.212229999999998,-80.21863,2013,60
L1086,L1086,25.22495,-80.20746,2013,156
L1088,L1088,25.32241,-80.18229000000001,2013,32
L1089,L1089,25.33344,-80.21799,2013,39
L1090,L1090,25.33584,-80.16625,2013,22
L1091,L1091,25.33854,-80.16032,2013,27
L1092,L1092,25.351370000000003,-80.19402,2013,37
L1093,L1093,25.36732,-80.14024,2013,26
L1098,L1098,25.4034,-80.13204,2013,40
L1099,L1099,25.42886,-80.16367,2013,43
L1100,L1100,25.45572,-80.1237,2013,47
L1102,L1102,25.54407,-80.10117,2013,18
L1103,L1103,25.683020000000003,-80.10002,2013,50
L1104,L1104,25.749979999999997,-80.1056,2013,4
L1105,L1105,25.8354,-80.08886,2013,36
L1106,L1106,25.863770000000002,-80.10874,2013,24
L1107,L1107,25.91067,-80.1004,2013,35
L1108,L1108,25.92879,-80.11025,2013,28
L1109,L1109,26.06411,-80.09323,2013,42
L1111,L1111,26.11826,-80.08881,2013,15
L1112,L1112,26.2209,-80.0733,2013,24
L1116,L1116,26.736279999999997,-80.0188,2013,15
L2024,L2024,24.46676,-81.72921,2013,65
L2031,L2031,24.53783,-81.59449000000001,2013,132
L2035,L2035,24.55047,-81.57451,2013,167
L2042,L2042,24.55765,-81.35289,2013,113
L2065,L2065,24.95884,-80.45448,2013,42
L2066,L2066,25.04182,-80.42801,2013,116
L2067,L2067,25.025470000000002,-80.4043,2013,31
L2096,L2096,25.3549,-80.16192,2013,48
L2109,L2109,25.48653,-80.14139,2013,49
L2110,L2110,25.499129999999997,-80.13533000000001,2013,45
L2111,L2111,25.51737,-80.12432,2013,34
L2126,L2126,26.06956,-80.09719,2013,27
L2128,L2128,26.09658,-80.08698000000001,2013,22
L2129,L2129,26.0966,-80.09098,2013,26
L2139,L2139,26.389,-80.05375,2013,32
L2140,L2140,24.50156,-81.61932,2013,80
L2141,L2141,24.57281,-81.59106,2013,35
L2142,L2142,24.56096,-81.40034,2013,147
L2143,L2143,24.62133,-81.36295,2013,99
L2144,L2144,24.98765,-80.46768,2013,64
L2145,L2145,24.55229,-81.3838,2013,74
L2146,L2146,24.56869,-81.32539,2013,70
L2147,L2147,24.56011,-81.50157,2013,85
L2148,L2148,24.95026,-80.55076,2013,38
L2149,L2149,24.74527,-80.78219,2013,92
L2150,L2150,24.64975,-80.02851,2013,88
L2151,L2151,24.69329,-80.021,2013,118
L2152,L2152,24.696460000000002,-80.90491999999999,2013,111
L2153,L2153,24.7254,-80.9317,2013,217
L2155,L2155,24.62161,-81.11626,2013,191
L2156,L2156,24.636229999999998,-81.08938,2013,2
L2157,L2157,24.76037,-80.90678,2013,25
L2158,L2158,24.7468,-80.9362,2013,9
L2159,L2159,24.6783,-81.042,2013,119
L2160,L2160,25.6741,-80.0942,2013,27
L2161,L2161,25.6749,-80.09841999999999,2013,47
L2162,L2162,25.70158,-80.102,2013,16
L2163,L2163,25.44793,-80.1779,2013,29
L2164,L2164,25.64338,-80.09713,2013,22
L2165,L2165,25.65059,-80.09638000000001,2013,26
L2166,L2166,25.692120000000003,-80.09642,2013,17
L2167,L2167,25.6959,-80.09738,2013,17
L2168,L2168,25.700329999999997,-80.09688,2013,16
L2169,L2169,25.70478,-80.0979,2013,11
L2176,L2176,26.05914,-80.05282,2013,25
L2177,L2177,26.67888,-80.01808,2013,146
L2178,L2178,26.716179999999998,-80.02918000000001,2013,9
L2179,L2179,26.71642,-80.01883000000001,2013,31
L2180,L2180,24.48017,-81.71925999999999,2013,16
L2181,L2181,24.50064,-81.69411,2013,80
M1009,M1009,26.64187,-80.02085,2014,20
M1015,M1015,26.26305,-80.0768,2014,18
M1022,M1022,26.160220000000002,-80.083,2014,24
M1023,M1023,26.225209999999997,-80.08125,2014,26
M1024,M1024,25.76838,-80.08901,2014,31
M1026,M1026,26.250390000000003,-80.06526,2014,65
M1027,M1027,25.7738,-80.08797,2014,25
M1028,M1028,25.9436,-80.09688,2014,18
M1031,M1031,26.17742,-80.09186,2014,11
M1032,M1032,26.20447,-80.08464000000001,2014,20
M1033,M1033,25.796470000000003,-80.10376,2014,35
M1034,M1034,25.83711,-80.10545,2014,22
M1035,M1035,25.89311,-80.10802,2014,63
M1036,M1036,25.91747,-80.10683,2014,46
M1038,M1038,26.15389,-80.08204,2014,42
M1039,M1039,26.21255,-80.07757,2014,31
M1040,M1040,26.253140000000002,-80.07225,2014,51
M1041,M1041,25.90209,-80.09997,2014,32
M1042,M1042,25.98242,-80.09536,2014,23
M1045,M1045,25.846999999999998,-80.09939,2014,26
M1046,M1046,26.009539999999998,-80.10115,2014,30
M1047,M1047,26.15935,-80.089,2014,38
M1048,M1048,25.76396,-80.09631,2014,19
M1049,M1049,25.76574,-80.09899999999999,2014,37
M1050,M1050,25.8759,-80.09917,2014,23
M1051,M1051,26.09167,-80.09552,2014,21
M1054,M1054,25.33257,-80.21951,2014,12
M1056,M1056,25.746,-80.12009,2014,2
M1058,M1058,25.462770000000003,-80.13334,2014,43
M1062,M1062,25.36694,-80.16956,2014,68
M1066,M1066,25.62495,-80.09946,2014,15
M1067,M1067,25.35349,-80.15176,2014,28
M1069,M1069,25.69078,-80.09758000000001,2014,81
M1072,M1072,25.44197,-80.122,2014,19
M1074,M1074,25.57525,-80.10194,2014,42
M1078,M1078,25.73317,-80.08928,2014,75
M1081,M1081,25.359189999999998,-80.15217,2014,37
M1084,M1084,25.715770000000003,-80.09825,2014,37
M1089,M1089,25.445610000000002,-80.11506,2014,29
M1091,M1091,24.951729999999998,-80.54688,2014,6
M1092,M1092,24.96416,-80.54285,2014,6
M1094,M1094,25.20939,-80.27551,2014,90
M1107,M1107,25.25526,-80.20508000000001,2014,175
M1109,M1109,25.30499,-80.21569000000001,2014,131
M1115,M1115,25.20776,-80.22198,2014,184
M1117,M1117,25.10858,-80.30621,2014,61
M1119,M1119,24.99266,-80.4436,2014,40
M1122,M1122,25.01135,-80.37414,2014,98
M1126,M1126,25.220229999999997,-80.21101999999999,2014,98
M1127,M1127,25.2238,-80.20912,2014,189
M1133,M1133,25.22632,-80.21688,2014,174
M1138,M1138,24.92063,-80.50631,2014,75
M1140,M1140,25.22275,-80.22015,2014,115
M1144,M1144,25.27688,-80.1771,2014,93
M1145,M1145,25.27682,-80.17562,2014,187
M1153,M1153,24.663120000000003,-81.09931999999999,2014,189
M1158,M1158,24.70649,-80.93623000000001,2014,21
M1159,M1159,24.71048,-80.92945,2014,98
M1161,M1161,24.68572,-80.96589,2014,28
M1162,M1162,24.686629999999997,-80.96293,2014,11
M1163,M1163,24.62246,-81.123,2014,51
M1165,M1165,24.67794,-80.95186,2014,12
M1168,M1168,24.60332,-81.20572,2014,19
M1173,M1173,24.5871,-81.23656,2014,108
M1179,M1179,24.61634,-81.39151,2014,9
M1184,M1184,24.53903,-81.57218,2014,244
M1185,M1185,24.54393,-81.56706,2014,191
M1186,M1186,24.55421,-81.58885,2014,142
M1189,M1189,24.5097,-81.72107,2014,120
M1190,M1190,24.48661,-81.84843000000001,2014,90
M1194,M1194,24.56537,-81.3933,2014,257
M1196,M1196,24.522029999999997,-81.52268000000001,2014,110
M1198,M1198,24.57422,-81.32815,2014,69
M1199,M1199,24.47071,-81.80207,2014,80
M1201,M1201,24.52216,-81.5205,2014,82
M1202,M1202,24.53122,-81.48428,2014,111
M1205,M1205,24.526999999999997,-81.55821999999999,2014,163
M1206,M1206,24.55336,-81.4331,2014,100
M1208,M1208,24.47936,-81.72762,2014,50
M1209,M1209,24.479870000000002,-81.72681999999999,2014,75
M1210,M1210,24.44598,-81.95168000000001,2014,78
M1212,M1212,24.4435,-81.93575,2014,112
M1214,M1214,24.50636,-81.58693000000001,2014,74
M1215,M1215,24.51142,-81.56705,2014,50
M1218,M1218,24.66175,-82.84543000000001,2014,126
M1219,M1219,24.63338,-82.87661999999999,2014,22
M1223,M1223,24.68835,-82.88436,2014,101
M1224,M1224,24.5852,-82.97266,2014,25
M1225,M1225,24.710929999999998,-82.88372,2014,53
M1226,M1226,24.57559,-82.94783000000001,2014,68
M1227,M1227,24.64033,-82.89846,2014,48
M1228,M1228,24.610979999999998,-82.9024,2014,98
M1230,M1230,24.61559,-82.92673,2014,88
M1231,M1231,24.61155,-82.96024,2014,46
M1235,M1235,24.58683,-82.91641,2014,97
M1236,M1236,24.60166,-82.95711999999999,2014,45
M1240,M1240,24.6673,-82.83465,2014,75
M1242,M1242,24.67549,-82.82593,2014,45
M1245,M1245,24.6290844,-82.8587818,2014,52
M1250,M1250,24.60223,-82.98182,2014,38
M2014,M2014,26.71995,-80.0311,2014,13
M2020,M2020,26.713379999999997,-80.02903,2014,19
M2056,M2056,25.88501,-80.11202,2014,17
M2057,M2057,25.88775,-80.11738000000001,2014,2
M2131,M2131,25.57769,-80.11372,2014,13
M2139,M2139,25.57302,-80.09926,2014,49
M2150,M2150,25.495820000000002,-80.10998000000001,2014,56
M2159,M2159,25.52731,-80.10792,2014,39
M2163,M2163,25.591839999999998,-80.0952,2014,32
M2271,M2271,25.08693,-80.31129,2014,53
M2291,M2291,24.69114,-81.04992,2014,16
M2294,M2294,24.697470000000003,-81.03509,2014,5
M2298,M2298,24.66584,-81.07264,2014,116
M2329,M2329,24.57461,-81.31872,2014,119
M2331,M2331,24.59688,-81.26451999999999,2014,45
M2334,M2334,24.59435,-81.22175,2014,20
M2345,M2345,24.613870000000002,-81.39368,2014,5
M2349,M2349,24.47459,-81.90179,2014,138
M2361,M2361,24.56946,-81.4593,2014,147
M2362,M2362,24.595779999999998,-81.39539,2014,130
M2370,M2370,24.47897,-81.89358,2014,39
M2374,M2374,24.49079,-81.72083,2014,100
M2381,M2381,24.507839999999998,-81.57169,2014,95
M2384,M2384,24.52625,-81.50417,2014,70
M2385,M2385,24.55857,-81.35399,2014,99
M2387,M2387,24.546860000000002,-81.40279,2014,48
M2392,M2392,24.54324,-81.47055999999999,2014,130
M2398,M2398,24.52701,-81.54655,2014,222
M2405,M2405,24.47172,-81.7681,2014,71
M2406,M2406,24.53019,-81.47736,2014,66
M2407,M2407,24.53387,-81.47144,2014,96
M2410,M2410,24.47253,-81.74947,2014,79
M2412,M2412,24.53024,-81.47241,2014,128
M2413,M2413,24.53304,-81.46854,2014,80
M2416,M2416,24.60002,-81.2062,2014,110
M2417,M2417,24.601589999999998,-81.25001999999999,2014,128
M2419,M2419,24.54891,-81.41481,2014,132
M2420,M2420,24.55245,-81.38409,2014,82
M2421,M2421,24.60577,-81.42903000000001,2014,74
M2424,M2424,24.6425,-82.84444,2014,37
M2425,M2425,24.63608,-82.80357,2014,58
M2427,M2427,24.67997,-82.90499,2014,51
M2428,M2428,24.709329999999998,-82.87491999999999,2014,62
M2433,M2433,24.70566,-82.87178,2014,21
M2434,M2434,24.61092,-82.9385,2014,123
M2438,M2438,24.63419,-82.81045999999999,2014,47
M2441,M2441,24.63646,-82.84605,2014,70
M2442,M2442,24.58341,-82.97165,2014,77
M2443,M2443,24.669520000000002,-82.8742,2014,178
M2445,M2445,24.69177,-82.84407,2014,66
M2448,M2448,25.2398901,-80.2012113,2014,57
M2449,M2449,24.62753,-82.83802,2014,96
M2450,M2450,24.62366,-82.85969,2014,123
M2464,M2464,24.5631,-81.40054,2014,142
M2465,M2465,25.0683,-80.39239,2014,74
M2466,M2466,25.75998,-80.13073,2014,22
M2468,M2468,25.8472,-80.10412,2014,27
M2469,M2469,26.65075,-80.02062,2014,31
M2470,M2470,26.69878,-80.03081999999999,2014,13
M2471,M2471,26.726979999999998,-80.03208000000001,2014,8
M2472,M2472,26.053739999999998,-80.09481,2014,17
M2473,M2473,26.10427,-80.08941999999999,2014,12
M2474,M2474,26.06253,-80.05403000000001,2014,36
M2475,M2475,26.14855,-80.09508000000001,2014,43
M2476,M2476,26.102510000000002,-80.09743,2014,23
M2477,M2477,26.06452,-80.08573,2014,23
M2478,M2478,25.27349,-80.22739,2014,103
M2479,M2479,25.284879999999998,-80.22471,2014,88
M2480,M2480,25.130770000000002,-80.36444,2014,57
M2481,M2481,25.21343,-80.26303,2014,86
M2482,M2482,25.23715,-80.25883,2014,124
M2483,M2483,25.28288,-80.2447,2014,93
M2486,M2486,27.13167,-80.13403000000001,2014,23
M2487,M2487,27.108179999999997,-80.12334,2014,7
MQ1,MQ1,24.456120000000002,-82.25399999999999,2019,27
MQ10,MQ10,24.43198,-82.44403,2019,70
MQ11,MQ11,24.54287,-82.5445,2019,114
MQ12,MQ12,24.54445,-82.54381,2019,100
MQ14,MQ14,24.538529999999998,-82.54318,2019,103
MQ15,MQ15,24.53545,-82.53654,2019,155
MQ17,MQ17,24.52906,-82.57001,2019,148
MQ18,MQ18,24.52771,-82.57008,2019,138
MQ19,MQ19,24.5211,-82.5714,2019,184
MQ2,MQ2,24.459410000000002,-82.23651,2019,59
MQ20,MQ20,24.52903,-82.57025,2019,181
MQ21,MQ21,24.4969,-82.32455,2019,256
MQ22,MQ22,24.50037,-82.3336,2019,211
MQ23,MQ23,24.49713,-82.33296999999999,2019,210
MQ24,MQ24,24.49981,-82.31934,2019,213
MQ25,MQ25,24.49757,-82.31684,2019,243
MQ26,MQ26,24.50243,-82.31048,2019,171
MQ27,MQ27,24.5026,-82.29808,2019,133
MQ28,MQ28,24.50347,-82.29733,2019,202
MQ29,MQ29,24.50545,-82.29571999999999,2019,139
MQ3,MQ3,24.45071,-82.26318,2019,34
MQ30,MQ30,24.455170000000003,-82.18016,2019,55
MQ31,MQ31,24.454710000000002,-82.15328000000001,2019,34
MQ33,MQ33,24.45267,-82.1229,2019,139
MQ34,MQ34,24.44965,-82.06152,2019,71
MQ4,MQ4,24.44134,-82.36061,2019,31
MQ5,MQ5,24.43956,-82.3652,2019,42
MQ6,MQ6,24.44173,-82.37428,2019,13
MQ7,MQ7,24.435660000000002,-82.38958000000001,2019,44
MQ8,MQ8,24.435879999999997,-82.4487,2019,78
MQ9,MQ9,24.44032,-82.4489,2019,68
N1001,N1001,24.5857,-81.5826,2015,36
N1002,N1002,24.5603,-81.5021,2015,117
N1003,N1003,24.5453,-81.4079,2015,115
N1004,N1004,24.5421,-81.4153,2015,167
N1005,N1005,24.451999999999998,-81.8775,2015,55
N1006,N1006,24.7972,-80.78399999999999,2015,36
N1007,N1007,24.6895,-81.0302,2015,164
N1008,N1008,24.6993,-80.9669,2015,330
N1009,N1009,24.6253,-81.1116,2015,67
N1010,N1010,24.6223,-81.112,2015,130
N1011,N1011,25.0447,-80.4684,2015,2
N1012,N1012,24.9992,-80.4669,2015,145
N1013,N1013,25.1032,-80.3243,2015,128
N1014,N1014,25.0088,-80.3765,2015,196
N1015,N1015,25.0072,-80.3756,2015,263
N1016,N1016,24.9519,-80.4513,2015,268
N2003,N2003,24.4517,-81.8798,2015,90
N2023,N2023,25.8422,-80.104,2015,125
N2028,N2028,25.9516,-80.1091,2015,101
N2029,N2029,25.9585,-80.0938,2015,70
N2031,N2031,26.1498,-80.0968,2015,17
N2032,N2032,26.1479,-80.0959,2015,126
N2033,N2033,26.1599,-80.0825,2015,54
N2034,N2034,26.1586,-80.0773,2015,49
N2035,N2035,26.1494,-80.0894,2015,184
O1000,O1000,27.178359999999998,-80.15383,2015,10
O1003,O1003,27.126340000000003,-80.13656999999999,2015,23
O1005,O1005,27.132609999999996,-80.13242,2015,13
O1007,O1007,27.11181,-80.1231,2015,7
O1015,O1015,26.56883,-80.02797,2015,11
O1016,O1016,26.55163,-80.03043000000001,2015,12
O1017,O1017,26.705579999999998,-80.01653,2015,9
O1018,O1018,26.70095,-80.0171,2015,20
O1019,O1019,26.68937,-80.01952,2015,25
O1020,O1020,26.45383,-80.04607,2015,42
O1023,O1023,26.2904,-80.07465,2015,6
O1026,O1026,26.302770000000002,-80.06784,2015,25
O1027,O1027,26.2939,-80.06871,2015,65
O1030,O1030,26.21278,-80.08986,2015,7
O1036,O1036,26.08825,-80.10124,2015,19
O1038,O1038,26.08288,-80.10335,2015,27
O1042,O1042,26.05183,-80.10998000000001,2015,17
O1057,O1057,25.94391,-80.11332,2015,37
O1058,O1058,25.9398,-80.11624,2015,14
O1059,O1059,25.92536,-80.10401,2015,38
O1061,O1061,25.8826,-80.11391,2015,12
O1065,O1065,25.80875,-80.11192,2015,17
O1068,O1068,25.79575,-80.09788,2015,59
O1072,O1072,26.109939999999998,-80.09959,2015,23
O1076,O1076,26.1271,-80.08968,2015,18
O1077,O1077,26.122529999999998,-80.09104,2015,23
O1079,O1079,26.06928,-80.09935,2015,24
O1080,O1080,25.96288,-80.10316999999999,2015,39
O1081,O1081,25.950120000000002,-80.10096999999999,2015,22
O1082,O1082,25.882460000000002,-80.10083,2015,31
O1085,O1085,26.05943,-80.09873,2015,27
O1087,O1087,25.8906,-80.10079,2015,32
O1088,O1088,25.84919,-80.10428,2015,57
O1089,O1089,26.155920000000002,-80.08225,2015,39
O1090,O1090,25.959229999999998,-80.09891999999999,2015,22
O1091,O1091,25.7802,-80.08766,2015,4
O1096,O1096,26.063010000000002,-80.09254,2015,21
O1097,O1097,26.04668,-80.09449000000001,2015,25
O1100,O1100,25.8874,-80.0953,2015,32
O1101,O1101,25.82917,-80.09195,2015,14
O1105,O1105,26.19656,-80.0785,2015,19
O1106,O1106,26.073439999999998,-80.09286999999999,2015,34
O1110,O1110,25.82493,-80.09047,2015,32
O1112,O1112,25.94373,-80.09685999999999,2015,32
O1113,O1113,25.81425,-80.09047,2015,11
O1114,O1114,26.0097,-80.08776999999999,2015,27
O1118,O1118,25.73742,-80.11606,2015,20
O1119,O1119,25.75147,-80.13162,2015,44
O1122,O1122,25.39134,-80.15449,2015,98
O1123,O1123,25.41534,-80.15097,2015,109
O1124,O1124,25.418429999999997,-80.15529000000001,2015,123
O1126,O1126,25.352510000000002,-80.15575,2015,116
O1127,O1127,25.52637,-80.11988000000001,2015,117
O1128,O1128,25.52838,-80.1187,2015,77
O1130,O1130,25.33191,-80.1857,2015,118
O1133,O1133,25.546329999999998,-80.10165,2015,48
O1134,O1134,25.56709,-80.1081,2015,54
O1138,O1138,25.401120000000002,-80.12957,2015,116
O1139,O1139,25.58963,-80.09336,2015,51
O1141,O1141,25.467879999999997,-80.11815,2015,112
O1142,O1142,25.5744,-80.11338,2015,95
O1143,O1143,25.67719,-80.09761,2015,58
O1150,O1150,25.29927,-80.16208,2015,102
O1151,O1151,25.39572,-80.13159,2015,62
O1153,O1153,25.504279999999998,-80.10616,2015,88
O1154,O1154,25.62756,-80.09506,2015,57
O1159,O1159,24.95417,-80.5458,2015,1
O1165,O1165,25.066999999999997,-80.38541,2015,78
O1169,O1169,25.01237,-80.40387,2015,88
O1181,O1181,25.295070000000003,-80.21873000000001,2015,111
O1191,O1191,25.018539999999998,-80.36717,2015,97
O1200,O1200,24.96379,-80.45067,2015,65
O1206,O1206,24.93864,-80.49139,2015,63
O1214,O1214,24.97276,-80.43675999999999,2015,42
O1218,O1218,24.69566,-81.03806,2015,13
O1219,O1219,24.69657,-81.03608,2015,7
O1228,O1228,24.70469,-80.9392,2015,139
O1230,O1230,24.63423,-81.08448,2015,15
O1231,O1231,24.69565,-80.9392,2015,5
O1235,O1235,24.63242,-81.08744,2015,71
O1242,O1242,24.591620000000002,-81.23261,2015,45
O1246,O1246,24.580779999999997,-81.27209,2015,57
O1247,O1247,24.59255,-81.22076,2015,148
O1250,O1250,24.512179999999997,-81.92976,2015,67
O1251,O1251,24.51791,-81.92223,2015,19
O1252,O1252,24.51791,-82.00326,2015,39
O1253,O1253,24.54855,-81.71243,2015,24
O1254,O1254,24.578000000000003,-81.59109000000001,2015,23
O1257,O1257,24.526220000000002,-81.62611,2015,84
O1258,O1258,24.53475,-81.63209,2015,164
O1259,O1259,24.55943,-81.47941999999999,2015,122
O1263,O1263,24.49689,-81.70342,2015,88
O1264,O1264,24.51667,-81.55456,2015,54
O1265,O1265,24.490029999999997,-81.67851999999999,2015,20
O1266,O1266,24.49192,-81.67083000000001,2015,16
O1267,O1267,24.50186,-81.63277,2015,11
O1268,O1268,24.51377,-81.61843,2015,134
O1269,O1269,24.55339,-81.38065999999999,2015,46
O1270,O1270,24.47901,-81.71793000000001,2015,50
O1272,O1272,24.500120000000003,-81.62958,2015,41
O1273,O1273,24.50393,-81.60381,2015,66
O1276,O1276,24.485120000000002,-81.75649,2015,51
O1278,O1278,24.54973,-81.44273000000001,2015,105
O1279,O1279,24.57593,-81.32032,2015,14
O1280,O1280,24.44389,-81.96155,2015,53
O1281,O1281,24.4707,-81.78973,2015,9
O1283,O1283,24.55704,-81.36684,2015,118
O1285,O1285,24.4443,-81.94076,2015,58
O1287,O1287,24.4695,-81.80288,2015,9
O1289,O1289,24.51951,-81.53258000000001,2015,114
O1292,O1292,24.68284,-82.89219,2015,83
O1298,O1298,24.66951,-82.87519,2015,124
O1300,O1300,24.625999999999998,-82.81528,2015,40
O1301,O1301,24.66065,-82.93334,2015,76
O1302,O1302,24.62623,-82.9417,2015,63
O1304,O1304,24.71535,-82.81756,2015,44
O1310,O1310,24.64211,-82.82736,2015,70
O1313,O1313,24.6701,-82.8999,2015,41
O1322,O1322,24.649739999999998,-82.9391,2015,59
O2001,O2001,27.10568,-80.12064000000001,2015,5
O2003,O2003,27.142609999999998,-80.13691,2015,9
O2013,O2013,26.303040000000003,-80.0746,2015,6
O2014,O2014,26.26062,-80.07644,2015,7
O2015,O2015,26.363000000000003,-80.0616,2015,19
O2017,O2017,26.31833,-80.06546999999999,2015,34
O2019,O2019,26.1921,-80.0925,2015,21
O2021,O2021,26.16955,-80.09355,2015,17
O2023,O2023,26.13704,-80.09442,2015,15
O2025,O2025,26.11492,-80.09559,2015,35
O2029,O2029,26.00618,-80.11268000000001,2015,13
O2033,O2033,25.89286,-80.10428,2015,30
O2041,O2041,26.231759999999998,-80.08218000000001,2015,29
O2042,O2042,26.175829999999998,-80.0873,2015,19
O2043,O2043,26.2155,-80.0808,2015,42
O2046,O2046,26.081529999999997,-80.09785,2015,37
O2048,O2048,26.137929999999997,-80.09342,2015,65
O2054,O2054,26.162689999999998,-80.08221999999999,2015,87
O2056,O2056,26.02518,-80.0956,2015,30
O2057,O2057,25.979039999999998,-80.09614,2015,43
O2058,O2058,25.91491,-80.09363,2015,19
O2061,O2061,26.21909,-80.07677,2015,26
O2063,O2063,26.02598,-80.09428,2015,55
O2065,O2065,26.0291,-80.08825999999999,2015,45
O2071,O2071,25.735129999999998,-80.11419000000001,2015,49
O2081,O2081,25.587,-80.10632,2015,58
O2096,O2096,25.660079999999997,-80.09680999999999,2015,60
O2098,O2098,25.33985,-80.15286,2015,72
O2100,O2100,25.54549,-80.11061,2015,103
O2101,O2101,25.60052,-80.10224000000001,2015,49
O2104,O2104,25.49762,-80.10897,2015,111
O2123,O2123,24.95656,-80.49231,2015,162
O2137,O2137,24.97814,-80.42583,2015,89
O2143,O2143,25.00865,-80.37713000000001,2015,104
O2151,O2151,24.97909,-80.43772,2015,63
O2166,O2166,24.97632,-80.42089,2015,122
O2176,O2176,24.68573,-81.04498000000001,2015,101
